X,Y,Z,start,end
36780.01601463016,-127572.54674732387,42022.20566886916,2018-04-11T20:50:26.285940000,2018-04-11T21:50:26.285940000
37844.79443972589,-124219.69402025128,41054.96055280629,2018-04-11T21:50:26.285940000,2018-04-11T22:50:26.285940000
37127.662547411004,-126010.25121668495,41560.42337360572,2018-04-11T22:50:26.285940000,2018-04-11T23:50:26.285940000
39750.072051098854,-116744.69624595722,38863.84225426902,2018-04-11T23:50:26.285940000,2018-04-12T00:50:26.285940000
40573.65053223099,-112597.32675577131,37631.0486037246,2018-04-12T00:50:26.285940000,2018-04-12T01:50:26.285940000
41297.332800593,-108156.40790905886,36299.577772410055,2018-04-12T01:50:26.285940000,2018-04-12T02:50:26.285940000
41212.83284430651,-108016.198564093,36249.86289173667,2018-04-12T02:50:26.285940000,2018-04-12T03:50:26.285940000
42248.36143560795,-100085.31194447602,33853.76506611245,2018-04-12T03:50:26.285940000,2018-04-12T04:09:30.000000000
42549.120513876085,-96171.04585266809,32656.3369267355,2018-04-12T04:28:25.000000000,2018-04-12T05:00:35.000000000
42749.493562988595,-92460.49768556117,31515.353536283274,2018-04-12T05:15:20.000000000,2018-04-12T05:34:05.000000000
42879.72395724186,-88100.04856012191,30167.299010454695,2018-04-12T06:07:05.000000000,2018-04-12T06:12:25.000000000
-6175.220695137646,-146384.34447775286,45357.492622985425,2018-04-13T16:58:40.000000000,2018-04-13T17:58:40.000000000
-5048.845107808873,-147384.95396906888,45740.100126743506,2018-04-13T17:58:40.000000000,2018-04-13T18:18:35.000000000
17008.902439095436,-149125.3566432699,47584.75171265701,2018-04-14T06:52:21.544565000,2018-04-14T07:52:21.544565000
18586.693895874465,-147890.54782563148,47286.12964150203,2018-04-14T07:52:21.544565000,2018-04-14T08:52:21.544565000
20141.41182912465,-146457.9588409144,46923.49614571412,2018-04-14T08:52:21.544565000,2018-04-14T09:52:21.544565000
21670.557529215865,-144824.5985036638,46495.77852097418,2018-04-14T09:52:21.544565000,2018-04-14T10:52:21.544565000
23171.434609723452,-142986.89656140076,46001.714880259606,2018-04-14T10:52:21.544565000,2018-04-14T11:52:21.544565000
24641.103536219984,-140940.68154694405,45439.83518709421,2018-04-14T11:52:21.544565000,2018-04-14T12:52:21.544565000
25686.505566980315,-139331.27894907224,44991.46672343795,2018-04-14T12:52:21.544565000,2018-04-14T13:19:17.070196000
37289.794638675354,-103705.49130568323,34407.18924103892,2018-04-14T23:06:35.000000000,2018-04-14T23:11:20.000000000
18539.962888654867,-140932.77353922662,45217.997824594015,2018-04-17T07:53:12.675761000,2018-04-17T08:53:12.675761000
20066.958948480937,-138640.9709094919,44551.810406730656,2018-04-17T08:53:12.675761000,2018-04-17T09:53:12.675761000
21564.566923805152,-136125.70436880918,43813.09654327105,2018-04-17T09:53:12.675761000,2018-04-17T10:53:12.675761000
23028.91081951018,-133379.88556241238,42999.480840532575,2018-04-17T10:53:12.675761000,2018-04-17T11:53:12.675761000
24455.617829775812,-130395.39172151049,42108.231849134085,2018-04-17T11:53:12.675761000,2018-04-17T12:53:12.675761000
25839.70366078611,-127162.90544023085,41136.229505147196,2018-04-17T12:53:12.675761000,2018-04-17T13:53:12.675761000
27175.44350040036,-123671.69667176274,40079.88178434742,2018-04-17T13:53:12.675761000,2018-04-17T14:53:12.675761000
28456.189712827185,-119909.38440677505,38935.04496944159,2018-04-17T14:53:12.675761000,2018-04-17T15:53:12.675761000
29674.138209722758,-115861.61656849095,37696.92032079402,2018-04-17T15:53:12.675761000,2018-04-17T16:53:12.675761000
30820.02087804099,-111511.65301175117,36359.89862523321,2018-04-17T16:53:12.675761000,2018-04-17T17:53:12.675761000
31739.598220417774,-107528.99301184155,35130.7113069118,2018-04-17T17:53:12.675761000,2018-04-17T18:36:15.000000000
-10147.57706460186,-152013.95526570344,47987.02592008489,2018-04-19T14:17:19.563652500,2018-04-19T15:17:19.563652500
-8499.220377807424,-152407.43211784397,48159.073547973836,2018-04-19T15:17:19.563652500,2018-04-19T16:17:19.563652500
-6840.7742443585175,-152611.35741854153,48270.41266986669,2018-04-19T16:17:19.563652500,2018-04-19T17:17:19.563652500
-5174.081203558559,-152626.0224058791,48321.07449435907,2018-04-19T17:17:19.563652500,2018-04-19T18:17:19.563652500
-3500.9605548690156,-152451.29895110402,48310.95752873407,2018-04-19T18:17:19.563652500,2018-04-19T19:17:19.563652500
-1823.2232606954983,-152086.6395093942,48239.825927084115,2018-04-19T19:17:19.563652500,2018-04-19T20:17:19.563652500
-142.70179736094624,-151531.08088079377,48107.31702631429,2018-04-19T20:17:19.563652500,2018-04-19T21:17:19.563652500
-2478.105743490208,-151526.4438751381,48041.45023191091,2018-04-19T21:17:19.563652500,2018-04-19T22:17:19.563652500
3219.2041837238794,-149841.16746682214,47655.9985513104,2018-04-19T22:17:19.563652500,2018-04-19T23:17:19.563652500
4896.684831035686,-148702.61067194832,47335.74058289383,2018-04-19T23:17:19.563652500,2018-04-20T00:17:19.563652500
6569.097380887612,-147364.69600512806,46951.18687258943,2018-04-20T00:17:19.563652500,2018-04-20T01:17:19.563652500
8234.227862519705,-145824.02988415657,46501.20620047186,2018-04-20T01:17:19.563652500,2018-04-20T02:17:19.563652500
9889.703046942595,-144076.62878114582,45984.472216477734,2018-04-20T02:17:19.563652500,2018-04-20T03:17:19.563652500
11532.958604814434,-142117.85782242604,45399.45050964715,2018-04-20T03:17:19.563652500,2018-04-20T04:17:19.563652500
13161.191351364025,-139942.36679195613,44744.376823245264,2018-04-20T04:17:19.563652500,2018-04-20T05:17:19.563652500
11718.296334108665,-141367.9306014505,45163.47433922063,2018-04-20T05:17:19.563652500,2018-04-20T06:17:19.563652500
16359.858895874295,-134915.6935595513,43215.7001669515,2018-04-20T06:17:19.563652500,2018-04-20T07:17:19.563652500
17185.082673232635,-133451.18595098818,42767.50311488758,2018-04-20T07:17:19.563652500,2018-04-20T07:20:28.116152500
18962.58455011096,-129983.47769843525,41701.65134075224,2018-04-20T08:13:25.000000000,2018-04-20T08:42:00.000000000
20744.775676143658,-126057.72795578024,40489.111495900186,2018-04-20T09:08:45.000000000,2018-04-20T10:08:45.000000000
22208.65799210857,-122454.77970704321,39371.96317370972,2018-04-20T10:08:45.000000000,2018-04-20T11:08:45.000000000
23626.019261944868,-118569.3535353264,38163.2657045638,2018-04-20T11:08:45.000000000,2018-04-20T12:08:45.000000000
24988.927642717317,-114385.16223307389,36857.69945701734,2018-04-20T12:08:45.000000000,2018-04-20T13:08:45.000000000
26287.861084182263,-109883.13032849976,35449.03887421955,2018-04-20T13:08:45.000000000,2018-04-20T14:08:45.000000000
27511.22671049611,-105040.6890114878,33929.91184156928,2018-04-20T14:08:45.000000000,2018-04-20T15:08:45.000000000
28644.67453075834,-99830.88170119889,32291.509578098703,2018-04-20T15:08:45.000000000,2018-04-20T16:08:45.000000000
29670.104339944875,-94221.12162629752,30523.173970796903,2018-04-20T16:08:45.000000000,2018-04-20T17:08:45.000000000
30174.794511364496,-91046.2210596651,29520.798671078326,2018-04-20T17:08:45.000000000,2018-04-20T17:13:25.000000000
-10123.366478381544,-152135.46946733203,48372.6442739806,2018-04-22T14:09:30.000000000,2018-04-22T15:02:00.000000000
12857.391203601119,-130963.14244914583,41771.858697061754,2018-04-23T03:51:15.000000000,2018-04-23T04:09:40.000000000
14756.273053738101,-127281.39642577452,40603.589572005374,2018-04-23T05:05:10.000000000,2018-04-23T05:13:25.000000000
15520.063250244511,-125681.9108671371,40095.56236914135,2018-04-23T05:36:05.000000000,2018-04-23T05:38:10.000000000
-11587.01279026881,-150020.85684977836,47917.996642907165,2018-04-25T13:19:10.000000000,2018-04-25T13:22:40.000000000
7181.557643021084,-130924.73122504941,41608.79381499032,2018-04-25T23:12:26.681941000,2018-04-26T00:12:26.681941000
8143.098502298359,-129294.552303156,41075.43419074266,2018-04-26T00:12:26.681941000,2018-04-26T00:20:15.000000000
9830.32130508394,-126213.70658803012,40068.691166728524,2018-04-26T01:11:15.000000000,2018-04-26T01:13:30.000000000
10917.512471263079,-124085.10052489655,39373.89438272488,2018-04-26T01:43:40.000000000,2018-04-26T01:54:20.000000000
12650.21263845442,-120424.28542546813,38180.39151992176,2018-04-26T02:17:40.000000000,2018-04-26T03:17:40.000000000
13926.07981029765,-117530.18539804607,37237.86445625536,2018-04-26T03:17:40.000000000,2018-04-26T03:45:05.000000000
19111.38189064502,-103188.19417152357,32580.451926420825,2018-04-26T06:07:30.000000000,2018-04-26T07:07:30.000000000
19901.14863274961,-100558.86935819668,31728.652061808927,2018-04-26T07:07:30.000000000,2018-04-26T07:07:45.000000000
20363.920102426986,-98918.73836398213,31197.720595902894,2018-04-26T07:14:30.000000000,2018-04-26T07:36:50.000000000
21329.925615927827,-95286.62819379095,30022.786299915017,2018-04-26T07:59:35.000000000,2018-04-26T08:08:20.000000000
21798.50705773662,-93399.67152242362,29412.860182333072,2018-04-26T08:22:10.000000000,2018-04-26T08:24:20.000000000
-40976.06517707988,-139147.5181003491,45246.234204780165,2018-04-27T18:22:10.000000000,2018-04-27T18:30:15.000000000
-39545.836335473825,-141377.0546240354,45930.43921938888,2018-04-27T19:11:15.000000000,2018-04-27T19:57:25.000000000
-38127.970347604365,-143264.83168101573,46504.94169282207,2018-04-27T20:34:45.000000000,2018-04-27T20:42:35.000000000
-16697.332759450615,-148409.35078578402,47648.60748386966,2018-04-28T09:25:32.568181000,2018-04-28T10:25:32.568181000
-14863.97304879263,-147437.95671670864,47291.01570003459,2018-04-28T10:25:32.568181000,2018-04-28T11:25:32.568181000
-13008.576396007662,-146266.6841081466,46868.42888687472,2018-04-28T11:25:32.568181000,2018-04-28T12:25:32.568181000
-11132.914792252834,-144891.62155379873,46379.64745160558,2018-04-28T12:25:32.568181000,2018-04-28T13:25:32.568181000
-9238.845302968844,-143308.22111812283,45823.276126897785,2018-04-28T13:25:32.568181000,2018-04-28T14:25:32.568181000
-7328.337391198507,-141511.2290279258,45197.70083807749,2018-04-28T14:25:32.568181000,2018-04-28T15:25:32.568181000
-5403.52405386962,-139494.62515150817,44501.07139160202,2018-04-28T15:25:32.568181000,2018-04-28T16:25:32.568181000
-3466.727682158275,-137251.50436972646,43731.26438278428,2018-04-28T16:25:32.568181000,2018-04-28T17:25:32.568181000
-1520.518872993347,-134773.9588100854,42885.847806961945,2018-04-28T17:25:32.568181000,2018-04-28T18:25:32.568181000
163.3759633397316,-132446.84430837716,42095.41748646941,2018-04-28T18:25:32.568181000,2018-04-28T19:09:19.781752000
-10027.564341355494,-128722.56895176914,40983.327458750355,2018-05-04T11:04:35.000000000,2018-05-04T11:07:30.000000000
-7831.608007800166,-125725.6734902288,39903.668813767756,2018-05-04T12:03:30.000000000,2018-05-04T12:07:25.000000000
-1447.1268010289955,-115612.14780597182,36321.433608530126,2018-05-04T14:50:50.000000000,2018-05-04T14:57:10.000000000
1507.1594105430183,-110133.04102534901,34411.33259286988,2018-05-04T16:10:00.000000000,2018-05-04T16:12:50.000000000
-32196.701625553687,-142670.44016910915,46674.44883420383,2018-05-06T23:15:00.000000000,2018-05-06T23:20:35.000000000
-3594.1182865640717,121732.31610048632,43676.97130067412,2018-10-13T09:54:30.000000000,2018-10-13T09:59:00.000000000
-4511.865316123197,123164.69015037137,44098.753279738856,2018-10-13T10:20:45.000000000,2018-10-13T10:22:55.000000000
-14927.911853132859,136493.19915786336,47803.93460371504,2018-10-13T15:09:10.000000000,2018-10-13T15:15:40.000000000
-18018.785819180965,139474.77992729272,48543.13900147938,2018-10-13T16:12:20.000000000,2018-10-13T17:12:20.000000000
-20038.984083385614,141196.90225800138,48942.31488530856,2018-10-13T17:12:20.000000000,2018-10-13T18:11:34.739069000
11750.786523717368,124384.86590285882,44882.97724637743,2018-10-21T21:14:40.000000000,2018-10-21T22:14:40.000000000
10794.854544728118,126298.04867435587,45376.94456780329,2018-10-21T22:14:40.000000000,2018-10-21T22:21:20.000000000
-1811.2078401975791,144140.05237528504,49300.625718670846,2018-10-22T05:12:10.000000000,2018-10-22T05:41:55.000000000
12802.079865272375,133280.15670393166,47153.47856081007,2018-10-24T17:37:55.000000000,2018-10-24T18:37:55.000000000
14975.351726750196,129830.82184232754,46415.4841785008,2018-10-24T18:37:55.000000000,2018-10-24T19:37:55.000000000
13357.075512174844,132815.09639816766,47106.94947433276,2018-10-24T19:37:55.000000000,2018-10-24T20:37:55.000000000
11718.690393955281,135559.61175373374,47712.51620031045,2018-10-24T20:37:55.000000000,2018-10-24T21:37:55.000000000
10063.998457804168,138072.7007696839,48235.76536237732,2018-10-24T21:37:55.000000000,2018-10-24T22:37:55.000000000
8396.374294779996,140361.62719233902,48679.83821551763,2018-10-24T22:37:55.000000000,2018-10-24T23:37:55.000000000
6688.2929096723055,142471.03538216188,49054.39745232126,2018-10-24T23:37:55.000000000,2018-10-25T00:31:36.348165500
2682.3311601068735,146533.72599562284,49630.74729574063,2018-10-25T02:01:05.000000000,2018-10-25T03:01:05.000000000
1744.7095548634652,147325.36226235935,49711.260386417074,2018-10-25T03:01:05.000000000,2018-10-25T03:07:35.000000000
3.3930604806072373,148609.35729184194,49797.2286953173,2018-10-25T03:36:10.000000000,2018-10-25T04:36:10.000000000
-1686.7690255414564,149664.96930848007,49815.618188624816,2018-10-25T04:36:10.000000000,2018-10-25T05:36:10.000000000
-3373.2014238463785,150525.92311681542,49768.380710076955,2018-10-25T05:36:10.000000000,2018-10-25T06:36:10.000000000
-5054.028936817488,151194.17843684327,49656.6017924306,2018-10-25T06:36:10.000000000,2018-10-25T07:36:10.000000000
-6727.43847111499,151671.21920939602,49481.20488510001,2018-10-25T07:36:10.000000000,2018-10-25T08:36:10.000000000
-8391.630805623694,151958.10791581013,49242.960853737226,2018-10-25T08:36:10.000000000,2018-10-25T09:36:10.000000000
-10044.826972058534,152055.46640829396,48942.49776569971,2018-10-25T09:36:10.000000000,2018-10-25T10:36:10.000000000
-11685.23940941601,151963.49593214024,48580.30690780883,2018-10-25T10:36:10.000000000,2018-10-25T11:36:10.000000000
-13311.048470528422,151681.98712308184,48156.747547161416,2018-10-25T11:36:10.000000000,2018-10-25T12:36:10.000000000
-14920.393769196273,151210.30432523228,47672.04584925544,2018-10-25T12:36:10.000000000,2018-10-25T13:36:10.000000000
-16511.34808652891,150547.38699891267,47126.30285549895,2018-10-25T13:36:10.000000000,2018-10-25T14:36:10.000000000
-18081.900657230024,149691.73083530462,46519.4896459997,2018-10-25T14:36:10.000000000,2018-10-25T15:36:10.000000000
-18866.303013504876,149194.8124775035,46192.91027021098,2018-10-25T15:36:10.000000000,2018-10-25T15:36:40.154227500
27479.922169087084,127005.11565675549,46211.89680253472,2018-10-30T09:43:50.000000000,2018-10-30T10:08:50.000000000
12402.72868175349,148978.88758694913,49649.46412237198,2018-10-30T17:16:30.512658500,2018-10-30T18:16:30.512658500
14761.815189869714,147514.1724674986,49743.37523187385,2018-10-30T18:16:30.512658500,2018-10-30T19:16:30.512658500
13200.194205485437,148813.84011680694,49786.776490845725,2018-10-30T19:16:30.512658500,2018-10-30T20:16:30.512658500
11622.920876401051,149919.119719122,49764.25651357129,2018-10-30T20:16:30.512658500,2018-10-30T21:16:30.512658500
10032.063265810268,150831.98864835134,49676.98124931103,2018-10-30T21:16:30.512658500,2018-10-30T22:16:30.512658500
8429.58748592853,151553.96385411866,49525.946570662745,2018-10-30T22:16:30.512658500,2018-10-30T23:16:30.512658500
6817.38050803549,152086.12125116124,49311.99490504821,2018-10-30T23:16:30.512658500,2018-10-31T00:16:30.512658500
1105.6975539109976,152012.30126706578,47930.08908782622,2018-10-31T00:16:30.512658500,2018-10-31T01:16:30.512658500
3571.0443447484286,152583.15522471356,48697.99367988645,2018-10-31T01:16:30.512658500,2018-10-31T02:16:30.512658500
1940.4676676287722,152548.07058379828,48298.92257773497,2018-10-31T02:16:30.512658500,2018-10-31T03:16:30.512658500
307.30232615941134,152323.24792709464,47838.90735827107,2018-10-31T03:16:30.512658500,2018-10-31T04:16:30.512658500
-1326.673293693784,151907.6559779485,47318.11472920859,2018-10-31T04:16:30.512658500,2018-10-31T05:16:30.512658500
-2959.652632303803,151299.8206983941,46736.5831188481,2018-10-31T05:16:30.512658500,2018-10-31T06:16:30.512658500
-4582.986893372479,150501.7080541315,46097.07264574275,2018-10-31T06:16:30.512658500,2018-10-31T07:16:29.606702500
35582.87418917031,117930.86272321938,44438.21561849139,2018-11-02T02:57:20.000000000,2018-11-02T03:57:20.000000000
35006.61147011096,120162.8042377383,44977.429071596605,2018-11-02T03:57:20.000000000,2018-11-02T04:06:45.000000000
24112.615621915345,143873.91311539197,49484.243326692864,2018-11-02T12:11:32.635150000,2018-11-02T13:11:32.635150000
22659.990853081516,145578.59506193065,49636.5552037098,2018-11-02T13:11:32.635150000,2018-11-02T14:11:32.635150000
21178.44247743938,147085.41368614338,49720.5476887824,2018-11-02T14:11:32.635150000,2018-11-02T15:11:32.635150000
16143.022128083052,149566.0006210422,49194.55881117601,2018-11-02T15:11:32.635150000,2018-11-02T16:11:32.635150000
18138.131478196927,149515.76965246812,49689.32100484208,2018-11-02T16:11:32.635150000,2018-11-02T17:11:32.635150000
16583.750030157993,150443.23717589414,49576.51471296671,2018-11-02T17:11:32.635150000,2018-11-02T18:11:32.635150000
15009.262845704572,151180.75653127703,49400.238989116086,2018-11-02T18:11:32.635150000,2018-11-02T19:11:32.635150000
13416.576548581334,151729.17082729723,49161.29499838313,2018-11-02T19:11:32.635150000,2018-11-02T20:11:32.635150000
11807.529713393003,152088.90394100573,48860.34074702365,2018-11-02T20:11:32.635150000,2018-11-02T21:11:32.635150000
10183.906669104379,152259.96334965577,48497.897453208265,2018-11-02T21:11:32.635150000,2018-11-02T22:11:32.635150000
8547.458825932634,152241.94240174085,48074.351951470664,2018-11-02T22:11:32.635150000,2018-11-02T23:11:32.635150000
6899.919111069888,152034.01210276235,47589.9643608313,2018-11-02T23:11:32.635150000,2018-11-03T00:11:32.635150000
5243.018908834534,151634.91177585803,47044.8690634185,2018-11-03T00:11:32.635150000,2018-11-03T01:11:32.635150000
3578.514993607903,151042.94252676974,46439.0708675265,2018-11-03T01:11:32.635150000,2018-11-03T02:11:32.635150000
1908.19608516703,150255.9345704748,45772.448378488814,2018-11-03T02:11:32.635150000,2018-11-03T03:11:32.635150000
3245.987622796489,150799.07655183223,46279.83857238135,2018-11-03T03:11:32.635150000,2018-11-03T03:31:19.522960000
-4242.275411006938,145654.83877250765,42801.021376326506,2018-11-03T06:20:05.000000000,2018-11-03T06:23:50.000000000
43731.47496393545,95584.6483984287,39106.968584194175,2018-11-04T18:06:30.000000000,2018-11-04T19:06:30.000000000
42618.731076734446,106193.00121024708,41926.36703862644,2018-11-04T19:06:30.000000000,2018-11-04T20:06:30.000000000
42897.84861166278,105523.17577594321,41804.426311844254,2018-11-04T20:06:30.000000000,2018-11-04T21:06:30.000000000
42296.64133486755,110025.03189569828,42966.37817221544,2018-11-04T21:06:30.000000000,2018-11-04T22:06:30.000000000
41590.82728165285,114239.7558056933,44015.72939182225,2018-11-04T22:06:30.000000000,2018-11-04T23:06:30.000000000
40791.29147025557,118182.33269430579,44959.707732987896,2018-11-04T23:06:30.000000000,2018-11-05T00:06:30.000000000
39907.2309076303,121865.63633111924,45804.49485596766,2018-11-05T00:06:30.000000000,2018-11-05T01:06:30.000000000
38946.49746468906,125300.7828326408,46555.4175353205,2018-11-05T01:06:30.000000000,2018-11-05T02:06:30.000000000
36311.30629253659,131803.65862219053,47754.96035629714,2018-11-05T02:06:30.000000000,2018-11-05T03:06:30.000000000
36821.20143647869,131463.88035109366,47793.55356211023,2018-11-05T03:06:30.000000000,2018-11-05T04:06:30.000000000
35667.68499589034,134207.4881256056,48288.31108577684,2018-11-05T04:06:30.000000000,2018-11-05T05:06:30.000000000
34459.87223484904,136734.56704159235,48704.462986773164,2018-11-05T05:06:30.000000000,2018-11-05T06:06:30.000000000
33201.81996691239,139050.61742569687,49044.730978700834,2018-11-05T06:06:30.000000000,2018-11-05T07:06:30.000000000
31897.159689918215,141160.3957442307,49311.50849223972,2018-11-05T07:06:30.000000000,2018-11-05T08:06:30.000000000
31179.55869510267,142219.04698512802,49428.24173731535,2018-11-05T08:06:30.000000000,2018-11-05T08:11:17.938064500
5843.8881157245805,148062.50458426107,44286.586117239094,2018-11-06T00:04:20.000000000,2018-11-06T00:10:10.000000000
48429.931750771495,94221.05991556507,39366.50187743419,2018-11-07T14:17:20.000000000,2018-11-07T14:21:55.000000000
47650.828172488,108268.5603622796,43083.594610164706,2018-11-07T17:10:50.000000000,2018-11-07T17:20:10.000000000
47011.98267911942,113318.69616876142,44318.29946896723,2018-11-07T17:58:00.000000000,2018-11-07T18:58:00.000000000
46372.08567334796,117216.01387255179,45229.34064969147,2018-11-07T18:58:00.000000000,2018-11-07T19:58:00.000000000
45637.94896031103,120861.92721889958,46042.947503725685,2018-11-07T19:58:00.000000000,2018-11-07T20:58:00.000000000
44817.58432699465,124266.66773155147,46764.210378184136,2018-11-07T20:58:00.000000000,2018-11-07T21:58:00.000000000
44935.54121503245,123024.86984351452,46449.30939230807,2018-11-07T21:58:00.000000000,2018-11-07T22:58:00.000000000
42944.989928638635,130386.98310305565,47946.81990396104,2018-11-07T22:58:00.000000000,2018-11-07T23:58:00.000000000
41904.103916751854,133116.9899197377,48415.40645562885,2018-11-07T23:58:00.000000000,2018-11-08T00:58:00.000000000
40799.95301195216,135634.96809603556,48806.277795415364,2018-11-08T00:58:00.000000000,2018-11-08T01:58:00.000000000
39636.71271347457,137945.9720088208,49122.04871943584,2018-11-08T01:58:00.000000000,2018-11-08T02:58:00.000000000
39725.87654034576,137561.99320987583,49039.73031339842,2018-11-08T02:58:00.000000000,2018-11-08T03:58:00.000000000
37653.19590713851,141247.37486998618,49480.892498031426,2018-11-08T03:58:00.000000000,2018-11-08T04:11:29.003157500
33130.62656708653,146460.94860717008,49649.32504963162,2018-11-08T06:54:40.000000000,2018-11-08T07:54:40.000000000
31682.342757833532,147611.5508003988,49557.675094648235,2018-11-08T07:54:40.000000000,2018-11-08T08:54:40.000000000
30194.895244684205,148574.01480093025,49402.114307829645,2018-11-08T08:54:40.000000000,2018-11-08T09:54:40.000000000
28670.33152919008,149349.1597350824,49183.512411950294,2018-11-08T09:54:40.000000000,2018-11-08T10:54:40.000000000
27110.579690368533,149937.38729252244,48902.59122255583,2018-11-08T10:54:40.000000000,2018-11-08T11:54:40.000000000
25517.461025727636,150338.6848592242,48559.92569370966,2018-11-08T11:54:40.000000000,2018-11-08T12:54:40.000000000
23892.72008487995,150552.63236642812,48155.964391077716,2018-11-08T12:54:40.000000000,2018-11-08T13:54:40.000000000
22238.03376309406,150578.39310602992,47691.02001959676,2018-11-08T13:54:40.000000000,2018-11-08T14:54:40.000000000
20555.029871595496,150414.70476515085,47165.27979855133,2018-11-08T14:54:40.000000000,2018-11-08T15:54:40.000000000
18845.30631321771,150059.86602358797,46578.80365603797,2018-11-08T15:54:40.000000000,2018-11-08T16:54:40.000000000
17110.44909642942,149511.7176013684,45931.521681378144,2018-11-08T16:54:40.000000000,2018-11-08T17:54:40.000000000
15352.050410801412,148767.6203216708,45223.23754623144,2018-11-08T17:54:40.000000000,2018-11-08T18:54:40.000000000
13571.718186278164,147824.40697200142,44453.61954993895,2018-11-08T18:54:40.000000000,2018-11-08T19:54:40.000000000
12652.140400221251,147271.18404360858,44037.85603058318,2018-11-08T19:54:40.000000000,2018-11-08T19:56:23.830282500
52688.100167751,88118.87175651615,38332.382173507795,2018-11-10T09:06:15.000000000,2018-11-10T09:10:05.000000000
52973.769697672,100947.05703757766,41824.273036482075,2018-11-10T11:10:25.000000000,2018-11-10T12:10:25.000000000
52815.47707193988,105484.16152688727,42982.07384440515,2018-11-10T12:10:25.000000000,2018-11-10T13:10:25.000000000
52525.90136065591,109746.09472195448,44027.4546126216,2018-11-10T13:10:25.000000000,2018-11-10T14:10:25.000000000
52117.30579909012,113746.68012945031,44967.62958995141,2018-11-10T14:10:25.000000000,2018-11-10T15:10:25.000000000
51600.07515106626,117497.81112345129,45808.768685491625,2018-11-10T15:10:25.000000000,2018-11-10T16:10:25.000000000
50983.088311062864,121009.7682003063,46556.18976169409,2018-11-10T16:10:25.000000000,2018-11-10T17:10:25.000000000
50274.00469907837,124291.46838944017,47214.50094184263,2018-11-10T17:10:25.000000000,2018-11-10T18:10:25.000000000
49479.485574200815,127350.66140285201,47787.7227442233,2018-11-10T18:10:25.000000000,2018-11-10T19:10:25.000000000
48605.36527296968,130194.08700221489,48279.37287480706,2018-11-10T19:10:25.000000000,2018-11-10T20:10:25.000000000
47656.789395116924,132827.60337171477,48692.54064395243,2018-11-10T20:10:25.000000000,2018-11-10T21:10:25.000000000
46638.320191545245,135256.28797673757,49029.94330721172,2018-11-10T21:10:25.000000000,2018-11-10T22:10:25.000000000
45554.02962206165,137484.5225808884,49293.97608233781,2018-11-10T22:10:25.000000000,2018-11-10T23:10:25.000000000
44691.96465520419,139048.88026063712,49448.72095164662,2018-11-10T23:10:25.000000000,2018-11-10T23:41:16.140017500
17578.805060271698,145120.42880661658,42869.46826517953,2018-11-11T16:16:29.227378500,2018-11-11T17:16:29.227378500
15689.643877243527,143693.49628584352,41924.35626338515,2018-11-11T17:16:29.227378500,2018-11-11T18:16:29.227378500
13774.857534851886,142051.61439165362,40915.599703353364,2018-11-11T18:16:29.227378500,2018-11-11T19:16:29.227378500
11836.15017512468,140188.30859567437,39842.13646316812,2018-11-11T19:16:29.227378500,2018-11-11T20:16:29.227378500
10327.167256280522,138603.18005145242,38971.70816165453,2018-11-11T20:16:29.227378500,2018-11-11T20:48:40.000000000
7588.269675708501,135396.2721222758,37306.62250957536,2018-11-11T21:54:20.000000000,2018-11-11T21:56:40.000000000
57494.16967310479,104762.79183436108,43494.881847760844,2018-11-13T08:34:30.000000000,2018-11-13T08:42:00.000000000
57059.6632059958,113376.26036274315,45499.5270158567,2018-11-13T10:43:35.000000000,2018-11-13T10:49:35.000000000
56169.29180746927,120434.37608916312,46970.636022834864,2018-11-13T12:17:00.000000000,2018-11-13T13:17:00.000000000
55575.503007916996,123624.99618142284,47574.00890676123,2018-11-13T13:17:00.000000000,2018-11-13T14:17:00.000000000
54889.532068441746,126601.45075210382,48094.25218945268,2018-11-13T14:17:00.000000000,2018-11-13T15:17:00.000000000
54117.073685939846,129369.75370520876,48534.65629574746,2018-11-13T15:17:00.000000000,2018-11-13T16:17:00.000000000
53263.15747429261,131935.12223312663,48898.11496026003,2018-11-13T16:17:00.000000000,2018-11-13T17:17:00.000000000
52332.251700110915,134302.06535918463,49187.173890727674,2018-11-13T17:17:00.000000000,2018-11-13T18:17:00.000000000
51380.77688741292,136371.9317713915,49395.47992983204,2018-11-13T18:17:00.000000000,2018-11-13T19:11:29.453518000
22886.638372297522,143290.94909468794,41941.72729514089,2018-11-14T12:41:16.993519000,2018-11-14T13:41:16.993519000
20913.11440114635,141790.3882534853,40938.34380427527,2018-11-14T13:41:16.993519000,2018-11-14T14:41:16.993519000
19149.851376165945,140295.38178487294,40004.481377506825,2018-11-14T14:41:16.993519000,2018-11-14T15:26:45.000000000
16142.208126973761,137403.2551111855,38328.9420997616,2018-11-14T16:29:10.000000000,2018-11-14T16:35:05.000000000
14764.763724906534,135932.5651512465,37526.35728643347,2018-11-14T17:06:50.000000000,2018-11-14T17:17:15.000000000
13795.358290322738,134843.19766058333,36948.45366507976,2018-11-14T17:36:45.000000000,2018-11-14T17:42:35.000000000
59491.855164171684,77872.11176884916,37175.588568409046,2018-11-15T23:25:50.000000000,2018-11-15T23:30:55.000000000
61753.03859707606,94104.3800605313,41676.468909582145,2018-11-16T02:04:40.000000000,2018-11-16T03:04:40.000000000
